Year,Company,Actual_Target 1,Actual_Target 2,Actual_Target 3,Predicted_Target 1,Predicted_Target 2,Predicted_Target 3,Type
2020,Persistent Sys,-77.21,-81.96,-52.81,-35.313385,-40.277855,-59.891228,Test
2008,MIRC Electronics,-24.37,-56.366665,-55.906666,-10.92628,-3.68808,-48.82724,Test
2023,Star Cement,15.730952,36.4405,46.47526,28.584795,59.83113,73.142914,Test
1999,Indian Aluminium,2.0033333,0.09,-18.578,9.050527,12.217646,2.5900922,Test
2004,Mawana Sugar(mer,17.9232,39.8325,48.22478,19.270842,52.96244,28.016973,Test
2021,Andhra Petrochem,9.64,8.4675,8.79,9.96194,12.643354,20.493345,Test
2007,Cholaman.Inv.&Fn,27.9325,60.596,57.46857,29.653933,56.72237,46.53119,Test
2008,ESI,-22.44,-4.99,-44.4,-22.68833,-22.2287,-39.854202,Test
2015,Timken India,24.532,47.491665,95.973045,27.991373,71.8988,121.63744,Test
2015,EMCO,12.05,11.41,-11.916667,14.977481,33.91099,25.748598,Test
2021,Intellect Design,-45.81,-69.81,-77.54,-44.39069,-53.822666,-70.345535,Test
2021,Take Solutions,5.564,13.08,33.89,5.056479,13.161605,34.04069,Test
2015,Som Distilleries,-2.2653847,4.3376923,8.953077,-1.0856999,18.245394,8.531043,Test
2016,Deep Energy,-3.76,-14.12,68.6626,7.0909295,7.4039288,29.734583,Test
2023,Ethos Ltd,212.038,-19.63889,430.87668,184.78142,36.06156,426.14734,Test
2015,IIFL Finance,52.0375,-74.956665,-99.26667,42.250977,-6.827505,-70.352005,Test
2018,Automotive Axles,5.9464,15.724584,19.83,9.708907,34.435493,18.669722,Test
2007,Sutlej Textiles,-23.79,-52.69,-105.59,-50.18368,-80.68551,-119.02208,Test
2006,CRISIL,43.115,93.28,122.235,17.161882,66.75957,101.422966,Test
2019,Max Financial,-64.38,-97.13,68.6626,-19.96237,-23.199465,-15.049665,Test
2012,C C C L,-64.41,-114.1,-141.28,-48.856136,-66.84127,-94.755325,Test
2023,ACC,4.365,-11.07,68.6626,6.981631,14.957979,70.442444,Test
2018,Excel Industries,20.158695,45.74,99.286194,30.188688,81.76683,151.80823,Test
2016,Vesuvius India,7.698571,82.63167,137.668,13.680151,47.605015,73.244316,Test
2006,Chambal Fert.,7.842,14.434167,16.849566,6.6549706,17.936838,31.483847,Test
2011,Vivimed Labs.,21.37125,47.752857,49.408333,15.232326,40.718994,70.2036,Test
1999,ArcelorMittal St,-53.6,-0.79,8.6025,-13.599351,-4.9310646,9.837287,Test
2007,Godawari Power,-1.1222222,-1.685,1.0128572,-2.1319108,5.198332,2.854525,Test
2023,Dwarikesh Sugar,-4.49,21.883846,34.9225,-10.160619,0.4719522,15.44287,Test
2005,PTC India,-25.28,-48.66,68.6626,-12.634795,-8.29104,25.66075,Test
2014,MT Educare,-37.41,-107.42,-93.53,-35.624573,-41.95499,-69.85074,Test
2022,Authum Invest,28.5372,68.37,116.03609,27.218012,62.40474,73.54437,Test
2018,Indian Bank,22.466667,58.195454,68.79,21.676756,59.78959,87.31855,Test
2016,Nelcast,10.560909,17.848,-15.585556,-4.7970757,17.325136,41.397484,Test
2009,Electrost.Cast.,-26.34,-26.74,-51.86,-17.192007,-13.471113,-34.567184,Test
2001,Jubilant Pharmo,30.14,104.39833,127.89471,57.477726,113.609764,141.12958,Test
2014,Eveready Inds.,-19.265,6.29,33.49,-24.14395,-2.8095458,-13.612817,Test
2008,K S Oils,-32.5,-51.76,-42.95,-22.083782,-34.989716,-62.18341,Test
2024,Metropolis Healt,-86.5,-112.455,-179.63,-38.198597,-61.84619,-138.23595,Test
2009,AIA Engineering,1.3176923,-0.9975,-2.0772727,2.9426055,7.0650253,-10.52382,Test
2015,Triveni Turbine,46.295,189.02,417.18668,63.219112,143.71642,364.0296,Test
2021,Alkyl Amines,38.56167,129.26819,244.017,88.52165,163.73605,205.93607,Test
2007,Andhra Bank,-3.6816666,-0.712,-1.8975,1.3153788,9.426065,-3.215774,Test
2013,Atul,41.892666,86.777145,140.02461,24.92724,58.84442,112.611465,Test
2006,Pricol,30.542,73.402855,144.19923,36.04191,69.20745,130.65099,Test
2004,Dabur India,34.822,77.72958,132.84782,27.619127,72.23826,92.280525,Test
2015,Newtime Infra.,20.903334,52.2935,89.61211,32.149326,55.90413,46.48499,Test
2000,Indo National,-14.57,25.042,47.91737,2.6916718,19.54024,36.292267,Test
2018,A B B,17.4888,39.91083,40.72174,17.196032,45.701103,56.863647,Test
2010,Apollo Hospitals,18.9375,58.81842,97.67667,25.715454,50.643127,82.08842,Test
2004,Zydus Lifesci.,18.342083,36.65478,65.28273,13.353417,51.08013,17.284185,Test
2009,Bheema Cements,6.153125,15.364667,37.350716,22.085249,38.76052,35.11641,Test
2013,Cigniti Tech.,-42.96,-134.79,-137.24,-35.15931,-43.358345,-86.2547,Test
2009,P I Industries,-9.06,17.405,57.95,-9.736515,-9.587007,1.609778,Test
2017,Ajmera Realty,-19.68,-98.09,-143.91,-54.857056,-84.41607,-140.41637,Test
2015,Bata India,38.211113,108.00125,187.02429,47.020473,94.2612,168.11115,Test
2024,DLF,2.8042858,33.24,56.052,8.038027,15.655203,57.90615,Test
2014,eDynamics Solut.,-23.015,-59.2,68.6626,-22.671389,-59.807877,-11.930703,Test
2024,Ugro Capital,-54.45,-78.61,-56.77,-39.028835,-45.723373,-54.746025,Test
2001,Fulford (India),-4.115,-7.98,68.6626,-5.9036937,-20.961756,25.208563,Test
2013,Infinite Comp,8.346666,38.456085,47.172726,-5.4744925,12.378077,64.20418,Test
2002,Escorts Kubota,11.264348,24.72091,48.755238,4.1534944,22.123556,39.042953,Test
2018,ISGEC Heavy,-7.228,-15.65,-18.786667,1.1961027,16.437555,-2.405479,Test
2018,Pun. & Sind Bank,21.39,82.266,170.46,29.646862,63.68647,139.00333,Test
2018,Shivam Autotech,-19.52,-20.47,22.68,-20.795687,-19.721182,-18.381498,Test
2021,Neogen Chemicals,33.26,1.3,24.38,25.238745,26.38946,43.8592,Test
2017,KIOCL,20.224285,37.765,85.744,8.649499,24.950022,33.173363,Test
2021,Indigo Paints,-71.48,-120.62,-141.51,-51.878643,-54.737595,-115.737076,Test
2021,Tata Consumer,13.885,50.319332,55.16857,23.382929,60.659676,79.49369,Test
2004,St Bk of India,7.015,12.762857,8.611667,16.163849,17.450487,-32.094887,Test
2024,Hind.Oil Explor.,22.066,43.795,86.58,24.315321,51.56764,85.68348,Test
2020,Samvardh. Mothe.,3.9182608,-7.269091,-8.09,8.878123,16.114643,24.007067,Test
2016,Manappuram Fin.,53.333332,97.31,104.4575,34.64896,105.00406,134.44685,Test
2010,Zydus Wellness,-66.09,-70.52,-101.78,-58.596455,-58.987167,-79.358536,Test
2007,Man Industries,40.393913,175.96681,470.5657,64.63482,171.58313,517.2583,Test
2023,Apcotex Industri,-10.324,-4.491,-33.245556,-6.18789,-1.8563468,-9.145024,Test
2007,GFL,-76.75,-117.16,-143.99,-62.41721,-88.17375,-100.91871,Test
2020,ABans Enterprise,-10.775,-28.52,68.6626,-24.509363,-39.21523,-9.767613,Test
2017,G N F C,-25.12,-50.28,68.6626,-8.131843,-16.415289,12.624263,Test
2001,Silverline Tech,-60.96,-89.76,-148.17,-31.711224,-45.34088,-67.216805,Test
2022,Centrum Capital,36.30125,117.79714,192.445,53.380985,96.9892,165.19334,Test
2024,63 Moons Tech.,36.074116,61.45,111.15466,28.929964,62.87149,67.30459,Test
2022,Dhani Services,14.351905,20.829,55.521,3.880137,32.540577,58.058228,Test
2010,Spectacle Ventur,22.974,20.52,51.183334,13.881836,17.420149,26.796703,Test
2018,Guj. Borosil,-71.48,-105.26,-140.79,-44.12263,-64.38098,-80.57112,Test
2006,Punjab Natl.Bank,33.165833,93.62273,177.327,39.529686,83.31493,167.28143,Test
2007,Grasim Inds,6.786667,13.422,39.835,-45.33392,-43.72607,-26.393053,Test
2012,Delta Corp,-50.49,-84.56,-112.35,-41.589878,-62.410778,-68.154465,Test
2020,Natl.Fertilizer,9.6428,36.650833,58.78087,19.214853,39.550415,39.742508,Test
2014,Tata Power Co.,41.79526,89.143684,118.65278,37.659863,92.189514,156.2915,Test
2016,Walchan. Inds.,34.68348,78.560905,121.938095,31.96039,90.20087,119.81967,Test
2016,Arshiya,16.58,44.63273,81.638,25.410265,26.7595,49.058212,Test
2001,Mirza Internatio,-68.88,-2.0422223,-19.66,-44.88065,-8.152945,-33.580086,Test
2004,Mascon Global,-13.51,-24.74,-75.315,-32.451412,-30.769533,-23.240618,Test
2001,Kolar Biotech,-25.005,-51.843334,-82.88,-13.273877,-41.636185,-77.57297,Test
2022,Hindware Home In,49.945,60.993332,147.805,21.052967,29.165438,72.13052,Test
2000,Inhouse,-99.68,-21.36,-62.946,-51.12518,-66.66661,-76.93671,Test
2002,O N G C,23.704374,39.24,77.20286,36.19607,50.006897,67.02284,Test
1999,Berger Paints,-21.471111,-37.80875,-72.244286,-12.288264,-19.534922,-29.63594,Test
2018,Florence Invest.,28.915,66.81,68.6626,8.242975,60.934483,48.912434,Test
2015,Elpro Internatio,-93.4,-85.16,-81.2,-58.848515,-78.563354,-91.08097,Test
1999,Pan India Corpor,18.8264,47.279167,89.06043,13.731536,22.016659,41.07021,Test
2007,Shree Ram Urban,-86.07,-98.95,-87.37,-26.01525,-39.438934,-47.947304,Test
2018,Navkar Corporat.,-33.646667,-75.99,-105.29,-26.576908,-41.971123,-52.48404,Test
2018,Marathon Nextgen,37.59625,46.555714,27.676666,10.545146,38.812798,32.46996,Test
2017,Info Edg.(India),26.504,80.065414,149.61174,28.639261,85.75929,136.55809,Test
2014,HEG,7.805,6.1991305,-1.5759091,14.905471,37.42625,-7.474607,Test
2016,Unichem Labs.,25.703043,75.53954,190.93762,24.057055,55.31675,134.2147,Test
2015,Orient Green,-99.93,-131.02,-115.9,-59.272343,-81.70923,-109.29037,Test
2022,Accuracy Shippi.,-50.75,-68.46,-121.63,-48.999775,-69.79161,-96.34413,Test
2010,Sequent Scien.,32.086666,76.73875,93.097145,13.040576,48.355324,81.90707,Test
2000,Motorol Spec Oil,10.308,-19.196667,-48.10875,11.879542,-4.6362743,-37.547348,Test
2014,Transport Corp.,-44.52,-69.39,-97.76,-48.77841,-67.369255,-79.18969,Test
2009,Dr Reddy's Labs,3.7058334,-0.59636366,-3.396,0.43653738,25.324594,-7.0794883,Test
2002,Polaris Consulta,77.462,180.58643,108.90769,53.901783,130.94456,134.10864,Test
2022,Kirloskar Indus.,-27.7875,-44.155,-7.335,-25.838453,-24.928833,8.904519,Test
2013,K E C Intl.,1.0188235,-3.191875,-12.456,-8.941693,-26.315596,-28.903429,Test
2000,Timken India,-14.06,-90.2,-78.67,-43.03566,-59.388668,-54.57464,Test
2003,Havells India,26.77,-31.5,-21.31,-34.97967,-52.528675,-46.098244,Test
2014,Mirza Internatio,37.135,41.42,125.6325,4.0658965,30.422674,71.795044,Test
2016,Huhtamaki India,36.355453,31.794,21.57,29.71969,23.168901,12.470038,Test
2014,Diamond Power,53.379,130.27579,237.39555,62.15306,157.90404,259.6584,Test
2013,Vascon Engineers,56.46,-96.66,-104.76,-20.410368,-44.64512,-56.140526,Test
2012,Linde India,10.0825,62.78,179.2,21.979383,89.28201,202.47096,Test
2024,Sanghi Industrie,97.08,233.885,802.04,114.52412,250.06947,747.25134,Test
2022,Poly Medicure,62.956,169.46777,207.0575,61.678474,143.05974,202.32716,Test
2021,Munjal Showa,-52.7,-101.71,-141.47,-48.90967,-77.407906,-114.72154,Test
2013,MPS,27.6864,78.895836,147.36522,25.844545,104.21421,191.95071,Test
2007,Ingersoll-Rand,-13.65,-30.12,68.6626,-11.248242,-24.769934,43.869827,Test
2012,H D I L,7.9112,15.343333,22.08174,8.749709,16.159834,15.7822485,Test
2016,Suven Life Scie.,15.715,62.944,93.8625,21.082178,8.011778,51.417007,Test
2014,JM Financial,18.6756,46.1025,89.9513,19.719988,48.91455,102.24792,Test
2012,S P I C,-56.11,-77.6,-120.22,-45.06028,-58.3303,-88.64479,Test
2012,Everonn Educat.,-7.538,-8.685,-31.736666,-0.23273695,-22.261503,-37.144424,Test
2017,Dr Reddy's Labs,8.318334,3.83,-0.16875,7.542565,13.068423,7.7169404,Test
2019,AAVAS Financiers,-19.684286,-37.775,-55.63,-9.84316,-22.735153,-33.181408,Test
2011,DLF,-138.02,-109.06,-185.52,-76.7643,-107.46497,-148.39835,Test
2010,Deep Energy,13.119583,28.087826,49.381817,29.290628,67.028015,74.84155,Test
2021,Apollo Tricoat,71.985,-143.9,-134.46,-44.309803,-91.18608,-127.06482,Test
2024,Schaeffler India,-69.05,-61.28,-110.87,-51.11826,-38.21438,-40.604813,Test
2023,BCL Industries,24.826155,103.19666,160.60818,35.916515,95.64912,176.86345,Test
2019,JSW Ispat Speci.,7.9636,6.317917,9.620435,13.638591,9.165613,-14.427842,Test
2024,Aurionpro Sol.,34.785557,145.84589,207.83438,36.720673,109.55742,266.53644,Test
2019,Oracle Fin.Serv.,-6.3966665,-12.126,-17.5625,-26.292814,-11.886296,-27.800337,Test
2011,Motil.Oswal.Fin.,-103.71,-103.88,-127.5,-81.49906,-88.05965,-116.213264,Test
2005,S A I L,6.25125,20.952,34.390713,10.309062,25.361013,28.02365,Test
2004,Sterlite Tech.,14.556842,32.232777,41.167057,21.046492,49.70202,36.303215,Test
2019,Abbott India,27.22,56.760834,79.387825,39.121323,65.85966,85.149055,Test
2011,Emami Paper,87.513336,499.659,1455.0232,76.017525,511.73462,1492.5632,Test
2019,Ravindra Energy,39.148,65.57286,136.54922,44.63468,103.69768,150.77303,Test
2017,Gabriel India,43.2676,127.177086,268.93478,31.002337,138.87077,338.3435,Test
2020,Pilani Invest.,17.135,43.24,68.6626,-2.9988627,20.978668,18.744097,Test
2016,Sobha,-23.825,-42.606667,-88.725,-30.267328,-29.219954,-34.844124,Test
1999,Bajaj Finance,-56.46,-54.63,-62.01,-40.2657,-66.9246,-73.40888,Test
2023,IFCI,3.0168,12.133333,20.672174,-7.161802,8.417879,-5.398439,Test
2010,Indo Rama Synth.,11.6908,39.5925,74.34652,16.974516,45.893974,82.750084,Test
2018,Allcargo Logist.,-24.7925,-38.2,-61.43,-46.891956,-61.02935,-80.888985,Test
2024,Rossell India,69.425,112.04,68.6626,47.433613,131.82968,31.707216,Test
2011,JSW Steel,25.821539,95.74167,221.58455,6.0605845,56.110214,153.42427,Test
2019,O N G C,-70.73,6.605,41.745,-19.189867,15.764156,36.776554,Test
2008,Blue Dart Expres,-54.746666,-100.60667,-97.27,-49.514828,-77.813095,-80.513374,Test
2019,DCM Shriram Inds,43.23,-11.013333,-8.98,7.149798,-15.44232,-10.299699,Test
2014,Setco Automotive,25.112223,35.62706,25.1575,40.384098,64.64005,34.65781,Test
2000,Glenmark Pharma.,30.8032,88.57625,188.83391,27.54819,80.450005,155.21849,Test
2016,GE Vernova T&D,-49.11,-90.12,-38.42,-48.03146,-70.21392,-47.41563,Test
2003,SI Group,-5.415,-34.25,34.9,-10.446634,-19.98402,5.969813,Test
2015,ITI,-49.79,-54.31,-30.811666,-25.946339,-36.364216,-27.948502,Test
2019,Bodal Chemicals,-46.55,-63.03,-57.7,-46.04794,-56.95435,-54.496384,Test
2010,Punj Lloyd,-29.175,-59.69,68.6626,-2.9930358,-22.4372,45.676453,Test
2014,Bajaj Hindusthan,32.16714,77.61833,84.804,23.564425,59.974335,56.25981,Test
2012,Jai Corp,-23.86,-48.63,68.6626,-14.488552,-14.950964,53.22682,Test
2007,Sanghi Industrie,-87.98,-104.79,-115.74,-59.513985,-91.44646,-103.55287,Test
2012,Vesuvius India,-63.4,-68.88,-87.03,-29.388237,-28.93524,-79.998825,Test
2012,Parsvnath Devl.,39.005,75.26,110.91,22.93717,53.326897,83.52948,Test
2012,SEPC,66.29667,-30.27875,-57.2625,31.433477,37.049774,35.69465,Test
2002,Jindal Saw,85.5675,192.69,336.435,59.117344,223.2272,305.8337,Test
2015,Vivimed Labs.,33.383335,57.7775,77.15421,45.27153,68.09968,66.27525,Test
2005,Torrent Pharma.,30.004286,52.696922,68.7425,28.48664,50.947273,57.37421,Test
2022,Capacit'e Infra.,-3.885,49.496,69.7925,27.100618,77.459496,143.97102,Test
2007,Yokogawa India,-84.67,-123.71,-148.75,-60.23588,-95.92161,-124.8654,Test
2022,Hind.Aeronautics,-26.44,-1.9433334,-13.005,-17.120743,-15.786335,-45.773415,Test
2022,Hindustan Foods,20.419285,34.36769,66.6275,6.55329,12.739054,24.870916,Test
2007,Black Box,19.581112,25.298824,33.328125,18.147379,28.290277,47.94316,Test
2009,Infomedia Press,53.68,81.73,68.6626,10.934366,29.701246,83.77361,Test
2018,Larsen & Toubro,44.31286,87.168335,64.042,32.55228,43.283924,40.692802,Test
2006,Forbes & Co,35.9204,89.03958,213.00304,38.602238,122.63144,223.54836,Test
2014,Kothari Products,11.830625,8.130667,-17.812143,4.495396,8.018324,13.227859,Test
2021,M & M,-76.33,-101.61,-116.83,-0.49030578,-6.04202,-26.083265,Test
2016,PS IT Infra,-5.26,-18.06,68.6626,-32.966248,-27.214685,-42.44734,Test
2018,Zee Learn,-4.6925,189.10667,690.44336,57.735268,221.83052,806.10834,Test
2023,KMC Speciality,-102.3,38.255,-159.65,-56.31712,-74.47058,-104.66679,Test
2000,Samvardh. Mothe.,9.04,4.46,23.4,9.365895,-11.7209835,-6.1711287,Test
2009,Manappuram Fin.,-47.12,-53.16,-114.11,-41.98491,-23.797861,-75.95972,Test
2022,Natl.Fertilizer,30.837778,63.81625,101.281425,30.59434,61.945568,94.99471,Test
2004,EIT Services,-19.075,-26.38,68.6626,-10.334609,-2.4064658,1.6764818,Test
2010,IndusInd Bank,-72.45,-78.17,-94.57,-51.693394,-71.85854,-93.054535,Test
2024,Whirlpool India,-125.22,-173.39,-124.05,-44.357647,-64.55311,-87.92313,Test
2010,3i Infotech,12.64875,-29.385714,-52.93,-23.764975,-36.76934,-53.640266,Test
2001,Vikas Wsp,11.592,7.6875,30.703333,12.867402,-0.900511,-12.115144,Test
2007,Denso India,34.234,89.6825,156.08,28.569338,74.79956,138.90517,Test
2014,EICL,-104.21,156.3075,190.57,17.967695,93.02409,133.5421,Test
2005,Electrost.Cast.,10.153334,27.335,-39.83,3.664415,19.327051,7.4357934,Test
2004,T N Newsprint,22.519474,73.25445,171.16562,31.679636,68.23296,131.35129,Test
2018,AXISCADES Tech.,-9.0430765,-25.1825,-43.13727,9.239867,-7.648237,-43.99829,Test
2019,HPL Electric,-84.83,-68.78,-72.185,-33.40121,-49.626076,-73.89586,Test
2008,Metalyst Forg.,34.825,76.12222,137.54875,33.485294,101.80652,173.35583,Test
2002,Jain Studios,41.208,78.325,90.61667,3.3822637,44.58603,99.326744,Test
2008,C C C L,17.943333,26.112,-5.24,-19.716702,-21.339705,-16.191515,Test
2019,Fortis Health.,-51.89,-89.04,-60.79,-37.909935,-50.154114,-83.265594,Test
2011,Amara Raja Ener.,1.5016,4.636667,2.3117392,4.884463,14.365194,-9.566556,Test
2005,Grindwell Norton,-25.66,-68.6,68.6626,-10.670288,-30.905722,43.749077,Test
2004,Next Mediaworks,23.906,57.371666,109.81217,32.461506,95.628044,129.81558,Test
2015,GE Shipping Co,34.814545,122.471,165.96333,21.087112,59.893005,121.33864,Test
2004,Nahar Indl. Ent.,38.664375,75.86867,84.32714,39.926888,84.853325,121.97212,Test
2018,Bhansali Engg.,42.442,124.805,255.27461,39.05703,134.7755,247.79338,Test
2002,GE Shipping Co,13.467059,9.245625,0.124,19.67224,45.35736,36.53334,Test
2007,A B Real Estate,70.92,211.85,68.6626,89.9513,186.4937,61.387596,Test
2020,Marksans Pharma,-35.2,-59.58,-83.76,-26.474112,-37.433052,-45.44924,Test
2020,Media Matrix,-102.76,-137.53,-123.42,-68.73505,-88.553505,-114.1868,Test
2014,Bajaj Finserv,-71.8,-103.13,-85.01,-59.41894,-69.084076,-75.044205,Test
2014,Aegis Logistics,18.110435,47.61,69.12666,18.795794,60.658974,90.89522,Test
2022,KPI Green Energy,-33.86,-8.58,20.86,-17.999826,-1.7546637,-6.1541114,Test
2006,RSWM Ltd,56.96857,157.04616,190.86917,43.641903,113.38404,141.5248,Test
2005,Wyeth,81.655,31.19,68.6626,37.088436,6.5951023,24.497717,Test
1999,Clariant (India),20.1,38.33,65.648,6.0948133,19.11533,47.993244,Test
2024,Thirumalai Chem.,-59.92,-89.95,24.93,-32.306335,-32.332684,-34.45623,Test
2012,JBF Industries,1.86,-11.84,-37.837143,5.6025624,-2.0433676,-25.182108,Test
2019,Anant Raj,14.475833,25.428183,56.855,28.64425,37.418457,52.58532,Test
2015,Berger Paints,40.783333,125.068,217.9525,36.117397,67.53522,157.88449,Test
2018,Indian Hotels Co,10.716666,36.93,33.0925,11.005732,19.324934,28.908,Test
2005,Sh. Rama Multi.,90.90938,79.197334,12.992857,70.61172,76.90326,64.853745,Test
2002,LMW,13.09,31.045,44.47,22.026155,15.770906,22.095251,Test
2009,63 Moons Tech.,40.4028,106.636665,230.58,33.771343,105.64525,191.32849,Test
2000,Vardhman Polytex,-17.2625,-11.162857,5.94,-28.953901,-20.283667,-5.365968,Test
2024,Cholaman.Inv.&Fn,12.264,31.93,68.76435,28.647861,49.235706,70.9769,Test
2007,EPL Ltd,15.447083,54.493477,120.89091,22.147081,50.907196,69.42503,Test
2017,Poddar Housing,-71.7,-101.36,-114.82,-50.793816,-73.30676,-99.81313,Test
2003,Moschip Tech.,-62.42,-56.9,-15.53,-45.286823,-63.146202,-84.42322,Test
2009,C C C L,-111.37,-145.94,-133.24,-78.240036,-112.48752,-136.13979,Test
2003,Amb. Cem. East.,-110.53,-83.52,-142.83,-35.246166,-58.922394,-80.74343,Test
2012,Varun Inds.,-58.96,-57.11,-83.71,-24.720562,-39.22159,-86.190094,Test
2017,IDBI Bank,54.336086,16.15,10.455714,25.0114,42.291344,44.820778,Test
2022,Safari Inds.,1.445,-2.378,-21.955,4.627253,-10.959707,-31.220339,Test
2010,F A C T,-3.0841668,-11.07,-55.476,6.612432,8.997622,-13.186273,Test
2022,Heubach Colorant,-45.97,-46.21,5.69,-32.514107,-35.12205,-44.246387,Test
2018,Triven.Engg.Ind.,-26.92,3.13,4.268889,-2.3859916,-2.483454,11.925488,Test
1999,Tata Elxsi,81.50667,212.675,365.05,75.29554,219.9764,290.41315,Test
2016,Netwrk.18 Media,51.327778,90.1425,163.46857,10.699155,35.432545,80.46418,Test
2005,FDC,-61.57,-83.8825,-130.95334,-56.43568,-85.09965,-128.72665,Test
2022,Kiri Industries,-5.94125,-12.6285715,-19.216667,-17.431917,-19.341747,-29.115536,Test
2014,Triven.Engg.Ind.,-13.53,4.21,-25.92,-30.929037,-34.536026,-57.475723,Test
2019,Tata Steel,24.106922,32.850834,23.32091,6.513411,24.244646,40.379326,Test
2012,Hathway Cable,35.68476,38.24818,77.3965,23.961306,47.13871,62.94432,Test
2010,Fortis Health.,25.6208,84.50083,161.79608,32.933964,94.8044,168.72194,Test
2010,Havells India,15.364285,18.324,7.7226315,10.470928,29.694536,24.51375,Test
2010,Satyam Computer,8.7025,36.437332,72.91143,13.198373,37.677666,79.84315,Test
2015,Risa Internatio.,99.22,138.565,300.878,57.970333,122.78119,235.33324,Test
2002,MRO-TEK Realty,0.5814286,30.461666,17.5,9.259982,26.54006,33.349148,Test
2003,Baffin Engg.,98.6975,332.75665,692.675,100.02734,289.80145,622.0356,Test
2008,Evonith Value St,-48.99,13.3925,60.323334,-15.427204,6.633622,2.9202275,Test
2012,Cera Sanitary.,10.726956,32.685455,39.899525,0.8214365,21.803114,41.418,Test
2005,Elgi Rubber,12.8548,32.736668,65.89391,22.536089,61.99205,97.81598,Test
2002,JK Tyre & Indust,-96.47,-125.59,-49.40333,-62.73366,-84.18449,-75.149315,Test
2011,Meghmani Organ.,112.135,381.18,68.6626,111.97501,329.7033,12.375189,Test
2013,Lypsa Gems,21.131874,28.701334,31.43,11.226226,26.29547,29.20825,Test
2023,Man Industries,10.2517395,24.812727,22.598095,0.106470704,19.004602,28.12631,Test
2018,Gillette India,70.5,231.18,408.43,44.573624,158.85341,331.08167,Test
2009,Balrampur Chini,-114.58,-135.54,-198.16,-55.97955,-69.84266,-105.705925,Test
2000,Mirza Internatio,26.808636,66.968094,136.431,17.187525,82.42157,115.143745,Test
2002,Welspun Corp,7.3064,15.245833,28.369566,0.80680716,36.083466,-0.24247873,Test
2023,Endurance Tech.,17.551538,41.75,36.29,29.16953,33.54101,43.427742,Test
2007,Vipul Ltd,37.568127,79.75533,146.69928,33.882748,89.57385,139.00226,Test
2020,Galaxy Surfact.,-18.926666,-39.6,-82.905,-27.621172,-34.857597,-50.68911,Test
2005,City Union Bank,-42.17,-51.25,-88.06,-38.944706,-50.5215,-81.9472,Test
2019,I D F C,-3.02,-26.63,-2.43,-11.99625,-13.8657,-12.520221,Test
2013,J & K Bank,-104.87,-181.81,-206.6,-104.07661,-142.26994,-177.31514,Test
2020,Ent.Network,-55.06,-79.86,-132.22667,-38.954365,-70.90057,-109.1874,Test
2017,Mayur Uniquoters,13.5756,37.6375,62.32435,15.605182,33.721294,52.54132,Test
2002,Agro Tech Foods.,-78.31,-121.37,-92.88,-30.525778,-49.705143,-65.15265,Test
2007,GE Power,15.802,10.529166,17.336956,0.26265204,32.503998,20.334639,Test
2017,Sunil Hitech,9.452272,21.947144,42.784,9.219181,31.299002,55.038166,Test
2008,Parsvnath Devl.,-67.05,-98.05,-55.07,-79.25243,-96.97762,-78.41556,Test
2019,Sammaan Capital,-75.81,-9.595,31.666,-37.397785,-30.235233,-22.671907,Test
2017,Greencrest Finan,-51.88,-76.01,-99.39,-38.4024,-69.621216,-84.05498,Test
2016,Gloster,24.407,-9.415556,-26.75625,8.075405,8.385149,-7.6505046,Test
2021,J & K Bank,28.432222,49.114704,85.5,17.73215,50.351242,105.35878,Test
2019,Tech Mahindra,-24.975,-56.33,68.6626,3.3801503,13.172289,29.79695,Test
2013,Technocraf.Inds.,-28.42,-78.51,-72.32,-22.63,-27.604235,-42.749992,Test
2023,Orchid Pharma,34.376957,51.505455,51.40143,18.895678,35.44743,62.75177,Test
2004,A B Real Estate,31.101667,59.75294,80.08,42.94971,101.92157,103.05255,Test
2023,Rupa & Co,84.115,397.3,947.325,121.69316,407.2374,924.659,Test
2014,JSW Steel,-15.3825,-35.646667,-64.92,-30.229074,-37.37073,-55.382423,Test
2024,Delhivery,36.691666,111.694,208.8075,30.308283,83.915245,142.2744,Test
2005,Cholaman.Inv.&Fn,108.253334,48.81,174.91,31.666243,32.974663,113.03636,Test
2017,Andhra Paper,23.47857,73.51615,159.60667,25.656694,81.26452,176.54103,Test
1999,India Gelatine,52.993332,187.165,289.35,64.99384,206.58919,269.10767,Test
2008,Walchan. Inds.,0.9930435,10.319546,10.271905,7.9131417,17.425798,19.768805,Test
2022,Netwrk.18 Media,133.445,-66.82,-108.12,11.045448,-5.198097,-28.802078,Test
2011,Mahindra Life.,-62.54,-111.07,-119.53,-44.45917,-57.085728,-97.56295,Test
2000,Linde India,62.879566,427.00046,394.34952,72.457504,407.36884,415.7469,Test
2013,Claris Lifescien,21.4225,-1.1194737,118.95722,18.429598,38.354393,90.010056,Test
2006,Kirl. Ferrous,-56.783333,-108.1,-140.135,-62.94137,-84.06755,-131.81296,Test
2011,Allahabad Bank,-14.79,-45.5,-86.27,-31.118525,-34.795876,-20.894787,Test
2021,Likhitha Infra.,19.12,29.231333,32.646427,23.742538,38.57982,45.576912,Test
2023,IndusInd Bank,20.486876,42.143333,54.432144,26.276651,36.47202,25.077375,Test
2002,Styrenix Perfor.,27.071539,54.2225,98.365456,20.156008,56.49547,116.42711,Test
