Actual_ Target 1 ,Actual_ Target 2 ,Actual_ Target 3 ,Predicted_ Target 1 ,Predicted_ Target 2 ,Predicted_ Target 3 
-29.46,1.36,5.42,21.023268,39.47651,55.73494
4.4222727,28.155714,20.9925,19.17526,31.78031,51.89128
-1.41,40.55,49.22,4.5121255,14.136442,26.982193
19.95,11.43,9.14,46.700615,74.27667,110.63398
7.7044,7.505833,13.8026085,9.820566,13.040754,28.559158
31.120832,46.416363,62.341,15.915766,47.781143,88.60933
24.96,-50.43,-72.7,12.609079,25.894285,54.887283
-30.98,15.92,-58.18,23.005655,25.840681,20.635757
18.04029,37.7585,68.6626,17.568888,42.45877,90.885864
-14.58,-52.06,-40.06,31.525282,60.10652,120.54851
-59.7,-107.4,-17.74,-1.7344109,-0.7777271,-4.252059
-2.78,-31.31,87.71,24.482744,11.791075,31.016617
75.03,194.45,-16.39,108.87294,718.28143,844.7553
1.88,-11.94,-26.66,3.4118905,-0.51512337,29.18666
83.32,-35.75,-162.16,4.2892327,-1.4384327,-3.5054772
-50.21,-24.2,-31.25,25.11091,53.0811,126.24361
-29.89,-66.67,-33.195,-30.341223,-52.977524,-71.789536
72.41,45.36,51.55,19.930674,32.14534,70.67024
17.41,81.37,65.75,6.7782083,1.1338329,18.542496
40.55,-72.26,-103.3,3.1783853,8.545744,14.177018
19.51,48.512856,92.085,16.809298,29.991163,52.231033
120.73,-4.21,140.01,-0.9425255,-16.5244,-19.140549
105.13,178.11,201.64,19.128489,17.533766,17.916336
51.93,-62.68,-175.71,-2.5960107,-0.5749111,65.87384
10.536667,36.76,52.544,6.020449,22.366285,32.251053
50.87,51.07,21.55,18.395792,23.071302,53.760605
-56.49,-58.76,-52.94,27.268671,47.024155,70.40428
43.23,-7.2,35.61,22.028337,49.90265,102.597275
-18.0,-34.86,-33.39,8.848917,25.839064,64.30165
35.7,58.7,36.38,-7.0821586,-10.410723,3.5862586
-39.476665,-119.205,-122.78,-7.5837684,259.10022,256.6158
-39.82,-27.0,-6.08,24.347769,42.131325,14.27382
-46.36,-61.01,-114.68,6.0147805,9.691694,19.105606
40.83,-33.81,376.81,62.53262,80.0499,74.286446
25.59,-2.98,-29.78,54.28329,123.71902,184.30835
-8.59,17.26,-11.36,16.793589,31.67127,34.450043
43.88,-42.06,-95.17,22.511606,28.517439,50.322342
-30.51,287.05,8.4625,-19.356337,50.378586,46.866135
96.53,21.81,-5.89,30.432886,7.3006115,138.1852
-85.86,-79.06,-93.8,-9.0907345,-68.99098,-101.72923
13.66,-12.62,-36.84,124.49799,248.8112,772.2327
56.72,156.9,110.21,51.959057,106.33354,159.9124
-64.76,-138.67,-176.29,42.676,47.051895,45.176804
-58.99,-108.2,101.9825,6.916781,10.694914,21.626724
-19.63,36.31,-17.98,-4.1202903,-2.3027668,-12.84381
14.91,-2.44,43.23,31.586496,65.852776,96.1629
3.11,149.79,68.6626,15.884504,22.826773,11.130982
49.63,80.73,145.48,3.6448922,6.312086,10.957597
77.53,33.638668,71.09461,26.41231,45.919525,85.766495
-41.88,-64.61,-83.43,11.394449,7.897047,19.815384
2.87,7.26,6.08,11.04133,11.189512,9.351335
-25.07,-19.83,-23.99,39.75651,97.74564,164.03152
93.726,258.30554,297.77,36.089413,82.3793,154.01472
-13.13,-34.76,-68.67,7.552279,9.081129,11.055253
136.2,482.99,12.6,7.485781,24.027494,35.688644
-33.8,-1.14,9.620435,20.739435,27.24568,52.650467
-67.34,56.918667,59.080715,4.2833047,6.9907055,10.87404
-32.47,37.7585,68.6626,7.5554605,23.09509,41.423935
31.22,2.82,4.3,14.359486,31.395332,38.99344
-21.9,696.42,752.48334,18.13325,33.61052,125.24031
20.53,-37.65,0.72,35.620556,95.48243,212.12364
138.72,423.35,1143.75,12.110563,6.273054,25.055222
21.956667,10.39,25.698572,8.660036,13.640928,23.084366
40.38,20.19,-8.43,44.375313,83.688065,121.654205
57.03,16.49,273.2,54.4763,108.71048,163.10994
-11.47,-2.07,-13.41,7.825539,-83.57504,-53.40519
-29.86,-163.77,-190.9,-15.627523,-33.61656,-44.79274
20.6,61.94,246.87,6.9266458,-15.8378315,-27.077011
-57.66,-56.46,-59.49,-6.196386,-12.07387,-7.596175
151.6,164.46,252.87,3.1692681,8.559721,11.932054
-71.11,-41.61,-92.85,-4.436399,-12.53351,32.08104
89.69,33.03,8.83,11.738405,23.76628,50.095535
-25.09,-52.67,-6.13,-2.7910666,3.0328503,10.729142
8.68,548.4,307.13,18.638994,53.127937,100.25718
-15.63,-45.94,-99.77,-16.214682,-26.012957,-31.672348
-53.41,-110.83,-86.02,40.16824,52.08995,65.16133
-15.94,-14.52,-27.96,11.595362,5.602186,-1.0442345
-36.85,12.49,79.55,37.61912,93.65373,162.81194
-61.62,-41.82,-94.81,-2.525907,-15.007235,-23.82225
-23.59,-19.81,2.94,-3.5819755,-12.138771,-57.391285
-74.34,-66.67,-11.26,-2.1064887,-11.535036,-20.84517
18.04029,37.7585,68.6626,4.862803,22.255972,47.780777
-40.74,37.7585,68.6626,24.456228,53.205704,99.76001
-64.47,-168.84,-332.71,23.83648,57.924095,74.8327
-3.96,50.15,-17.94,13.515154,16.532179,49.928238
-36.84,-100.11,-81.04,-0.38704455,-24.346941,-19.930649
29.63,-0.57,-13.2,-4.8114676,12.740187,25.914505
-19.16,-35.98,639.44336,17.667215,30.119978,76.88661
-69.66,-25.79,-42.96,-15.006962,71.213974,116.44342
4.41,-17.08,-25.01,0.06686628,5.4097576,12.598069
-15.01,90.91,130.22,44.10943,-14.933687,-17.871872
9.656316,32.10278,49.041763,17.603804,19.547125,28.103924
3.2,-8.6,-29.53,23.075937,34.030136,58.219315
-17.05,15.24,43.3,-9.859869,46.646782,60.84381
332.98,648.63,-86.74,-28.132467,-51.29393,-79.017075
-14.46,10.2,-5.82,9.498789,16.269789,30.110367
19.34,80.0,56.42,36.280388,-26.926928,254.2386
-0.19,27.67,66.91,10.236776,-11.952593,38.14824
-42.76,-63.21,-36.48,51.97025,152.0328,171.70198
-45.78,-86.5,-93.88,5.2679334,12.425528,25.998062
33.7,136.41,88.7,-2.6076255,-23.332262,-22.755295
31.92,70.77,115.32,24.201517,20.611403,26.082169
-24.73,-42.17,-28.07,9.122797,8.844801,16.261673
37.7,-81.97,-49.9,3.4899468,6.4439983,25.64949
-65.39,-132.92,-153.43,59.069607,95.51814,171.79149
-41.78,-70.95,-81.97,18.025103,36.148865,75.32445
-25.16,24.812727,22.598095,19.555483,31.59825,50.93373
-14.13,-17.75,17.5,3.8988137,14.857191,47.434525
156.63,310.36,343.74,11.652933,8.44853,-0.5102989
-96.66,-113.38,-135.55,-11.057074,-52.60948,-84.42595
-41.44,-74.47,-33.86,26.922998,76.378006,153.26991
36.16,44.26,186.29,15.936415,47.258583,113.508736
-6.06,59.284584,114.44,9.868998,5.1065197,16.5251
109.59,171.95,11.94,87.57422,182.52312,277.64578
-21.27,42.115833,75.57652,10.434549,13.105696,25.420242
1.97,-49.94,-56.96,10.011179,20.153227,15.323014
49.18,286.32,319.0643,20.655588,46.332176,97.357346
-50.89,-7.82,-103.39,73.84601,136.63292,447.3703
54.92,114.08,393.19,21.964792,50.241257,160.39815
-39.11,-53.63,-56.55,6.8047967,12.032179,31.551804
-38.01,-46.41,-71.79,9.7942,-26.818449,-28.279469
-20.55,-29.88,-21.42,23.115923,114.7705,140.53203
6.36,-7.94,-37.32,-10.894468,-12.681383,-23.669785
-5.92,-98.02,-114.88,0.9707893,-42.66417,-88.491806
-18.13,-52.07,-71.55,18.283129,30.747465,80.87683
-8.86,81.17,61.07125,10.699663,33.284058,73.9901
40.93,150.21,134.89,9.942232,13.981749,32.24135
-25.2,88.67,1.04,-3.9869895,-5.473131,-19.038864
19.64,-19.65,10.25,25.208536,47.42781,110.44447
-60.3,-107.32,-67.85,7.2497506,-9.684629,-41.694168
-1.8,21.86,14.42,-0.5228783,19.3385,13.123857
256.04,416.39,637.63,46.78455,57.54451,102.314804
25.9,59.13,147.82,7.9641824,24.527143,47.374893
-15.14,22.76,193.46,-13.39213,47.90796,165.98038
-22.55,60.272728,59.749523,29.591578,25.36012,45.783005
-26.04,-0.36,158.35043,25.82725,57.128494,105.40755
10.86,-1.35,24.11,18.315474,17.653543,4.873887
32.81,6.08,52.16,48.850895,107.10888,173.78651
477.0,2350.24,68.6626,18.44626,40.77922,56.79799
98.59,163.43,212.45,0.21352613,4.057783,10.705308
17.943333,26.112,-5.24,23.019224,54.066154,89.55947
63.02,-14.31,-48.29,5.953997,11.058844,16.623047
160.01,63.55,46.07,17.450178,49.438194,53.073494
60.99,-98.49,-135.27,-0.3502251,-10.102358,-7.9014425
26.81,78.24,191.38,18.685389,27.554884,55.1595
-42.49,-61.97,-71.61,3.3009057,5.2216015,7.5260477
-62.25,-6.24,-0.36,1.5572609,-6.339037,-22.726181
-47.79,-51.8,-80.99,3.881495,9.835539,24.501816
-7.48,13.9,4.98,20.024836,28.957289,65.13716
-44.59,-61.69,178.52,16.840233,46.459732,75.024124
28.36,273.24,166.99,8.772139,28.950636,42.303528
-11.2064,-21.593334,-35.241737,10.985933,23.212782,38.73665
-89.19,-75.99,-83.05,18.179579,34.403435,51.611496
1.54,191.97,1184.12,97.72731,264.14938,544.6533
-18.08,-29.87,33.04,7.1383004,22.099043,31.951248
6.93,7.22,-27.28,9.3323765,13.945478,28.823135
126.93,131.62,118.0,14.222734,12.353476,19.07579
-70.49,-78.31,-59.82,10.072054,8.188383,4.358842
-32.27,-40.29,52.44,8.085077,18.118925,34.401443
-51.14,-94.76,48.29889,23.809305,36.681076,78.39656
66.96,314.03,532.0,26.38848,42.74066,59.24681
-36.89,133.94,40.51,46.00996,63.879684,84.65474
-47.07,-30.12,68.6626,-3.5293174,12.565779,23.05513
-18.73,37.7585,68.6626,7.6222577,22.622385,61.98661
-36.19,-68.1,-85.26,5.3614717,-13.418779,-12.914458
9.841305,-11.23,137.3,6.5815682,1.1509991,18.292282
-18.97,-72.35,-51.72,54.407207,90.23576,129.66103
19.5,-19.5475,-10.692857,40.79848,-0.78157234,-19.49907
-18.596,26.02,60.38,6.4288583,-4.174158,-23.817154
-26.16,48.37,-4.55,0.45231855,4.3888836,7.3937235
-71.8,-103.13,-85.01,-0.6514641,1805.1713,2266.0298
-12.07,9.32,31.11,11.913591,11.074842,26.723923
21.55,89.97,-19.63,24.625422,27.28642,50.003433
28.14,45.56,-60.86,8.0116825,9.849012,13.47133
84.94,-5.1025,-22.31,2.6169152,10.621153,21.139694
-63.09,-92.04,-113.7,3.107676,-24.948748,-28.79515
9.7,7.79,-11.93,16.62494,17.339628,46.992752
0.21,-27.01,-24.0,9.448359,16.450972,27.40657
96.74,148.26,171.26,14.679377,32.369415,54.996902
6.35,-28.35,-61.52,1.4648079,5.073866,10.881364
38.76,-44.52833,-40.27,12.873854,77.76216,90.22306
133.96,225.122,376.025,22.90095,79.59859,135.04567
116.74,235.75,-35.19,78.06811,186.04893,315.68466
33.18,24.52,-19.18,7.2999825,15.20027,34.906876
60.17,93.73,474.45,18.520945,42.49195,75.99311
12.18,83.94,525.69,68.64367,157.44368,240.74443
61.12,158.67,74.34652,7.4074655,13.013563,25.817184
-19.0,-51.26,-40.26,22.767595,26.706816,72.16594
63.5,193.45,499.82,14.757277,37.511444,53.144135
6.64,44.57,41.118332,20.267382,36.459625,40.65306
26.77,-31.5,-21.31,12.856604,26.558912,30.994156
23.42,126.53,412.73,-9.610971,-10.168932,-17.18666
79.93,-15.7,99.92,8.212946,20.078367,28.98854
25.23,22.1,-12.79,57.49995,61.688408,104.37824
-57.07,-16.6225,-33.263332,10.293169,26.53813,68.6053
132.894,-68.29,-217.65,29.25189,86.20426,21.754059
31.1,-18.91,-62.02,17.864607,37.99418,46.47699
-21.13,11.46,-2.5225,33.897137,59.70085,77.09291
-24.99,83.88647,157.76437,6.3919473,18.94502,43.635147
30.62,334.15,78.732605,0.84510267,5.0590343,13.09279
30.24,-33.57,5.95,56.2988,73.91832,117.145096
-2.64,5.82,56.89,4.877024,-6.0177174,-19.28685
3.8,-12.1,-26.72,11.217516,21.263731,38.514328
-22.93,-6.08,32.9,8.055178,15.840729,39.297085
-5.12,-42.07,-101.66,8.311556,20.742231,40.871292
-24.97,56.94,-25.168,-6.1135764,-7.8542957,-23.923996
-24.88,-27.26,-44.16,35.875637,48.338593,50.117752
-26.14,-20.59,15.54,17.166721,89.82701,164.80035
35.94,-4.31,-16.81,-1.0783211,5.424818,30.32219
-31.01,-69.51,-96.57,4.9819894,-0.3646717,-6.6617575
-33.21,143.72,100.93,34.062218,108.5511,207.40105
-20.89,76.89,4.03,4.0942674,10.279661,18.876999
87.98,387.3,128.84,32.269398,87.93087,157.27992
195.43,-11.99,14.89,4.0410085,162.62148,355.35605
1.6778947,11.079445,19.95353,12.205606,22.664534,42.191483
39.005,75.26,110.91,6.791758,28.52403,53.020096
82.58,54.7,124.06,40.936306,77.78938,125.270065
2.28,128.47,117.91,85.906235,241.67143,451.39774
-41.92,-58.65,63.69,7.341479,12.852751,33.31685
25.99294,56.6275,140.91333,-21.983892,-30.711046,-23.791855
-43.14,-34.82,6.07,-2.8371482,-2.3513203,-2.0574791
32.07,54.46,-9.43,23.96997,54.672287,97.01055
-4.29,113.42,245.94,41.662685,5.2842007,17.330872
41.3,277.14,784.58,83.59823,274.1282,481.1826
14.13,-89.33,-173.05,30.75059,17.375502,8.518571
-12.23,-67.89,-139.94,24.942652,74.94588,306.51096
71.28,179.14,205.63,58.49861,212.8016,527.793
-11.66,-44.33,211.91,65.050674,141.02187,236.00667
70.24,23.14,-18.12,17.064234,28.03372,23.606033
102.53,139.58,237.04,5.93957,-4.981493,-32.003647
36.73,205.11,557.63,16.636961,45.90474,78.493515
-73.03,-92.33,-65.94,8.100561,131.72511,214.30974
-34.83,-42.86,-68.39,12.137964,21.12364,39.16725
7.81,20.22,101.29,45.99586,125.701035,238.18794
16.62,54.43,-2.62,30.380259,92.56378,203.87979
68.24,66.21,0.82,22.626703,38.20308,88.45387
20.31,12.52,34.79,28.38209,35.830826,88.09383
-39.3,-9.2,-59.13,12.288111,2.860899,22.375046
-30.3,29.56,12.992857,-6.164205,-4.842638,14.669847
-56.9,-88.93,-65.14,24.876497,-0.32915688,46.920986
26.31,-38.59,-72.15,-12.725065,-14.874254,-36.911697
68.61,98.27,177.86,0.47844923,2.8077831,16.32875
96.48,106.05,111.92,4.621897,5.044569,20.416641
9.64,8.4675,8.79,13.714411,23.100782,50.12526
111.96,93.18091,165.822,19.942339,41.04934,57.189346
-48.09,-68.51,-65.37,-1.0496727,-10.876253,-6.1042624
-2.38,21.5,-8.0,-3.723104,-18.175097,-23.782852
-42.38,-38.74,-53.11,-2.2907615,-8.652636,-25.531296
176.87,777.49,62.16,47.2962,66.3981,74.55504
66.1,120.44,94.76,1.4995826,-10.507128,-1.6838219
-16.9,141.17,374.68,7.994433,14.7841015,26.923203
-63.9,-85.75,-101.11,13.91411,35.23313,60.80246
-9.19,-51.45,-48.36,3.2219338,5.2358837,7.986863
141.14,91.34,7.72,60.698963,126.673386,191.81856
-42.91,-65.05,-90.27,4.043139,9.199934,14.020799
5.38,10.48,-73.39,3.600184,-38.43718,-49.553513
25.39077,66.475,132.18182,2.9857278,3.7297802,24.004776
-1.4,-0.11,44.33,-1.424749,-16.611925,21.827469
-17.82,-0.96,77.67,4.1336713,110.71576,295.74582
-60.98,-55.84,-55.66,1.0490059,-36.479897,-99.274445
17.64,-3.68,7.82,17.04953,35.348015,69.913666
158.73,801.44,594.82,59.25198,124.90557,181.51683
58.35,116.32,144.52,8.339701,10.43144,33.683975
-74.27,-60.38,-76.97,15.208063,11.143934,39.579605
-27.62,-33.84,-4.5,28.917978,54.53688,70.837234
107.15,313.58,43.018333,10.107889,18.951918,39.763565
-21.86,-37.75,-18.97,43.96298,51.385025,66.544815
128.43,537.41,1615.85,82.91997,175.85927,387.86404
58.978333,84.142,153.005,21.091448,33.998276,75.114944
45.57,-22.1,-65.89,12.767542,25.914457,40.69951
-23.28,-96.37,-122.88,17.736473,18.778433,47.92424
0.87,-26.68,-55.0,11.154871,1.6077709,33.010727
93.97,93.27,380.25,8.776964,-0.9280262,-23.623947
48.2,-115.74,-146.36,-4.681478,-30.24019,-39.692764
-0.69,-18.61,-31.41,53.433052,133.09317,263.0383
44.97,42.41,98.35,50.512344,94.23647,260.41144
62.36,349.84,1612.65,83.16536,583.28217,1471.8301
-86.6,-80.61,-151.21,8.716707,-14.752199,-37.409042
-23.09,-66.42,-99.13,-2.8456268,6.5514593,-7.242898
93.41,312.25,430.4,19.154745,-53.237015,-172.86919
-61.5,-46.48,-69.14,4.103312,10.275099,26.914993
-24.16,-77.41,-92.53,13.202265,11.355009,31.153152
89.8,630.97,18.36,22.500204,25.669119,18.856323
-30.11,37.7585,68.6626,-6.008451,-15.2735,-48.575058
94.82,46.9,100.78,4.2409387,16.442793,24.634323
44.65,37.8,71.4,11.081583,38.705185,74.490555
-29.92,168.56,306.96,2.3298745,10.81706,22.893753
-53.87,-32.76,92.26,5.5082088,-2.23308,15.029603
91.13,300.04,62.72,9.781855,11.632154,26.316666
10.2,3.3,37.49,-4.595556,-3.6326008,-7.1648397
-80.79,-62.7,-139.12,42.0825,71.49281,78.46889
-6.86,14.480909,124.704544,29.771828,75.83658,147.95059
58.11,37.64,1.39,58.7189,178.63722,323.13797
-28.43,-56.09,31.8,8.022913,-7.171953,-40.686142
90.93,205.29,296.16,50.51829,107.1175,164.79555
-61.67,-108.91,-132.55,11.19438,-24.895655,-50.501328
36.44,22.77,81.44,1.3111061,-5.135454,7.751298
-6.73,-30.06,-30.99,8.853754,13.959944,47.526566
-35.64,-64.38,-78.82,-9.323637,-74.87721,38.139725
250.6,174.31,182.45,87.15395,136.34819,205.88045
-81.62,-94.54,-139.95,37.14311,13.14012,-16.942062
-34.55,-17.58,-46.88,22.992357,41.197006,78.3029
65.61,-38.43,-49.81,9.110552,13.096418,15.792649
15.364285,18.324,7.7226315,9.008936,13.269629,21.086136
1.99,-42.53,-61.12,10.88656,3.5407543,-8.030868
38.36,-58.98,-79.57,-2.6055007,-16.878756,-23.644073
13.82,-36.89,7.47,6.1353707,6.198225,9.156877
-56.71,-91.63,7.74,30.02532,70.104164,105.69182
-55.68,-49.94,-90.03,11.577524,31.06935,80.452896
106.305,175.63,68.6626,28.257448,34.16593,70.66226
-31.63,-26.2,-49.2,110.326004,260.23444,758.2549
46.08,-7.885,-20.596666,0.11758649,-4.613413,-11.810332
1.91,14.113334,18.480556,15.112143,20.158447,-17.238869
28.096666,86.17125,129.35857,2.342875,11.288496,24.72316
-35.85,35.57,-145.68,22.28915,154.26671,287.67093
43.14,14.73,91.83,26.036364,55.172195,89.910965
-0.51,467.11,112.74333,-19.954702,92.97215,208.75728
-4.28,-1.52,-28.61,-17.00434,33.52945,42.043198
-17.86,85.11,-6.74,24.327105,113.170494,33.575638
20.88,26.16,22.54,-17.263418,-17.031603,-12.704635
3.6,-38.69,-66.99,-1.2666146,-5.7244587,-25.361557
-28.95,-19.61,-26.22,15.248163,26.400373,45.36061
76.75,51.79,133.31,11.859865,17.192259,26.746231
0.11,-42.02,-8.98,42.444798,146.73358,452.70096
-24.38,-76.81,380.06375,1.006533,5.356657,14.763597
41.93,105.9,424.87,-6.9011207,4.1240826,23.885635
-32.91,-80.04,113.98,47.97215,99.815506,169.58998
-18.62,21.39,-40.2,9.859709,20.333303,36.86725
36.4,74.37174,164.80318,12.02984,19.875227,51.51918
61.77,8.5,192.77,8.19079,17.159101,39.297684
-3.57,22.11,80.8,17.530348,26.796812,35.462402
-44.81,-45.63,-32.73,21.912447,52.88382,74.25484
103.27,-65.41,-132.57,11.7464695,82.24092,113.19676
-27.21,-24.82,-31.8,3.3296227,15.005613,12.338395
40.11,23.45,-10.55,5.7042947,14.36154,29.007156
-32.83,-45.02,-51.61,34.676556,59.067505,67.11978
-37.18,-61.2,-10.66,0.47603834,-2.590105,-11.460784
0.79,22.2,30.41,-4.5940757,-0.14515877,4.2723856
-24.84,11.96,54.39,2.4736886,10.212263,24.69838
-27.12,-58.18,-69.01,17.395502,32.326126,60.416824
-52.19,-11.07,139.09,8.318033,6.8053417,23.43898
12.1,-18.12,56.32,11.381418,14.25392,14.719987
-42.83,-98.05,-80.72,18.348536,22.5829,26.710556
-35.6,-98.82,-73.12,19.023905,34.36219,50.44168
-21.22,59.32,280.61,62.15796,143.2668,241.93767
102.87,334.9,87.94,6.065638,0.51480675,1.1135261
-25.3,84.9,335.39,14.702036,8.373243,5.628495
-47.17,-50.86,-75.07,7.583262,16.25105,33.8282
-45.29,-20.57,-30.49,42.018238,31.87953,42.66011
18.04029,37.7585,68.6626,64.51261,222.5444,448.04147
-65.95,-60.59,-125.02,-22.44465,-24.308474,-88.04837
344.94,46.416363,62.341,15.565615,14.954832,21.769974
-6.32,48.42,33.0,6.2870507,19.79222,31.01445
12.43,8.2,70.14,8.453104,3.6072826,17.328812
-53.03,-21.71,91.89,6.0850625,67.44002,44.01265
43.07,58.25,-0.75,-12.922476,-57.679337,-75.32024
-108.58,-79.5,-87.68,13.573412,15.450499,54.04384
-30.14,30.91,-4.75,8.640848,17.077894,40.988068
95.91,408.03,118.56,5.736674,-33.719498,-70.31444
17.538334,54.134,122.145,19.15505,25.667055,48.350235
-45.68,-63.42,-24.76,2.5764947,25.936335,37.77366
-15.52,-10.53,-37.77,8.472605,16.902143,32.7408
23.81,-14.02,-26.25,39.85081,42.49327,27.358475
-22.09,55.0,74.77,14.062897,34.14367,47.293823
-29.95,-32.87,2.86,0.6660942,2.6772747,12.407823
-24.38,-57.92,-71.67,-1.357309,20.7778,36.336
13.89,3.06,5.23,8.766493,15.108381,22.412918
19.853077,30.439167,41.24091,17.644419,23.354277,34.351578
18.04029,37.7585,68.6626,11.882563,31.804182,56.54982
10.16,-30.42,-52.14,4.6605897,9.9086895,16.18155
3.15,48.05,67.45,3.990069,15.649702,26.058182
10.667143,-17.838333,-60.934,16.365015,25.777174,48.711197
-49.54,-87.41,25.82,40.06694,185.08943,167.54655
-5.77,62.48,117.86,13.4292965,25.013243,41.95099
-17.95,-37.67,115.05,43.406452,90.39601,172.79062
-22.32,102.808334,180.31914,12.368052,29.846968,68.92378
4.94,42.55,-6.05,16.846716,17.763071,37.811287
-16.11,-46.25,-74.78,2.9088693,2.1694164,0.5289467
-14.79,-45.5,-86.27,20.521212,31.592222,65.390366
54.64,153.62,136.51,13.127649,7.6352367,20.020401
-22.6,-19.9,-8.77,28.509436,74.07478,141.34857
-69.84,-138.41,-97.51,19.62868,32.158676,52.787308
-14.44,-30.43,-27.37,-15.941656,-22.840761,-36.107376
-6.66,114.9,63.49,30.469423,67.32329,92.81766
17.89,38.56,103.52,0.7114357,120.1354,184.0904
-69.04,-126.18,-111.17,10.875116,0.8047619,42.633987
9.29,6.6854167,10.56,-10.019522,2.2999706,36.9106
74.63,-99.32,68.6626,14.371408,6.281294,-9.967879
-4.01,-8.59,-134.09,16.493883,39.98419,11.959153
-28.97,-34.44,-26.97,55.414158,106.4521,208.72023
-68.92,-124.36,-145.24,9.460245,2.6985455,-5.7809896
115.7,245.78,253.74,70.19573,191.30574,356.09464
80.43,-25.64,59.67,-28.752089,-57.85544,-90.731995
21.57,-16.54,-57.73,31.850626,45.274338,77.68654
-50.95,-49.97,-52.4,1.0959419,-17.53795,-53.66603
-3.9,-4.97,-106.07,14.280375,11.487867,-11.069503
19.13,39.71,17.16,16.990885,26.368788,58.617935
227.26,151.33,76.81,13.235765,14.801542,29.806335
-41.72,-62.0,-114.65,6.3995576,1.1240902,14.696031
21.0,51.97,73.16,-0.21484911,5.1790295,31.589493
89.08,239.77,111.15466,15.394754,26.03517,45.504166
-7.04,163.306,348.29788,-8.893179,-6.5066395,5.7328653
37.48,-15.26,86.05,5.224856,13.32329,37.586975
18.58,97.07,163.91,21.97996,60.675034,106.3398
38.211113,108.00125,187.02429,1.8416542,-7.222521,12.202348
5.11,169.32,328.03,20.277754,42.733444,99.49405
20.59,1.84,-14.03,7.640803,17.661695,52.452957
-39.84,-42.74,-51.83,-4.553205,-19.909288,-34.477158
-54.09,-54.53,-6.35,2.3394494,8.273863,17.005173
83.01,229.37,217.52,25.820812,77.83445,130.2463
-22.05,-14.28,-13.44,9.293695,14.022322,27.576248
6.08,36.58,239.93,22.431704,32.663757,31.450932
-18.25,-20.29,61.85,0.8205131,-15.697252,-49.831802
-46.79,6.83,201.55,29.062222,69.04073,102.90541
-34.33,-14.51,-80.6,-3.7619605,-4.847063,-6.918868
-9.87,-54.75,110.81,-7.560323,-5.9256916,-44.650352
249.65,332.23,213.55,35.50883,65.30552,87.194595
-45.2,-38.9,-69.64,-25.076372,-23.841661,-6.696761
-0.79,316.56,668.75,27.242857,61.34459,100.36775
21.98,41.32,79.68188,8.063654,28.810408,55.66011
-4.88,-17.68,-26.68,0.52489316,40.064713,104.91399
-82.79,49.29,48.1,20.16427,26.278257,53.838486
-6.01,38.13,8.93,0.54438245,5.3395824,23.623734
18.04029,37.7585,68.6626,48.83318,78.24089,101.92851
-25.82,-29.38,13.322857,-1.5652672,1.1265087,8.952104
-30.93,-47.67,-47.49,13.388948,7.37834,-5.376876
-35.18,-61.45,31.69,4.7351937,11.481703,28.967361
54.1,90.45,390.56,39.55423,102.87071,151.78291
38.41,104.07,78.65,27.822447,73.57403,111.271255
121.33,103.27,43.8,39.25317,50.98384,74.63808
108.41,32.74,21.69,16.315683,30.992384,56.16481
18.04029,37.7585,68.6626,26.322138,26.752516,44.07808
-58.73,-14.12,-35.45,-5.772054,-1.9905415,17.322708
-29.11,-68.23,-92.16,1.0173591,3.2852383,7.035493
-13.56,-30.08,-5.17,6.893473,13.604872,33.15999
-17.81,-28.58,-84.09,2.4253793,8.169233,54.153214
-25.43,-34.06,34.39,25.864603,31.41023,53.668777
-59.3,-69.71,-92.34,-16.206396,-41.87938,-71.27196
-32.95,-44.47,-85.04,-1.1994072,-1.7021046,-5.42253
29.4225,-6.5314283,51.885715,12.456484,33.07953,61.06801
84.9,255.42,406.39,12.696188,9.475481,31.296799
-60.05,-130.61,-105.15,21.60343,52.204765,0.20161512
21.52,229.6,325.37,33.717434,62.9525,93.844376
39.66,5.63,82.05,21.592531,38.15648,63.742355
164.63,1487.62,4423.3,82.95963,360.16223,1038.8674
20.06,29.7,62.11,15.095591,33.718613,92.491165
72.04,-72.62,-82.56,39.04365,54.224533,80.52162
10.933333,28.715,48.665386,37.340855,70.90962,130.97568
44.95,-24.71,-44.3225,-0.9862267,-20.10805,-42.88945
-93.0,-76.27,68.6626,35.53662,80.67637,126.19623
-45.29,-13.8,-9.92,34.98537,69.53841,122.76756
34.36,68.16,128.46,8.226572,13.184614,32.98616
-64.15,-68.08,-62.23,0.34919965,-2.351839,4.8641825
-9.05,505.54,167.84,47.495052,95.96472,434.92218
21.09,34.34,154.64,7.4587655,21.210081,43.442307
198.8,37.7585,68.6626,10.336283,23.704939,48.848953
126.77,2.77,-56.54,30.865465,60.082535,74.03679
-47.58,-84.74,-103.5,75.95892,167.06328,441.9301
4.33,56.03,107.23,8.563005,17.444136,32.896805
53.12,-0.62,-32.4,9.990252,20.243666,28.752792
28.443043,81.73,164.36952,1.1305183,9.540541,32.24431
56.22,-52.6,-97.52,32.500362,3.583784,-5.5102377
-12.97,-67.46,-116.69,29.241388,47.21898,77.06123
-12.15,5.04,55.89,15.094925,41.667976,75.70106
-66.36,-71.73,175.67,13.534178,37.039978,66.38394
48.21,52.64,55.91,6.089045,24.96234,40.21187
-25.42,-28.98,-2.48,112.38325,151.61436,289.74374
0.5,-7.98,68.6626,17.695307,40.090164,105.336075
-18.53,-39.97,-53.89,17.18355,22.753653,34.880325
